pathway	pval	padj	overlap	size	overlapGenes	Pathway_Set	Significance
KEGG_MEDICUS_REFERENCE_PURINE_SALVAGE_PATHWAY_HYPOXANTHINE_GUANINE_TO_IMP_GMP	0.141582083938521	0.790666879154943	4	9	NT5C,NT5C2,NT5M,PNP	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HPV_E7_TO_CELL_CYCLE_G1_S	0.148813287138529	0.790666879154943	3	6	E2F2,E2F3,RB1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_KSHV_VCYCLIN_TO_CELL_CYCLE_G1_S	0.148813287138529	0.790666879154943	3	6	E2F2,E2F3,RB1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_KSHV_VFLIP_TO_NFKB_SIGNALING_PATHWAY	0.148813287138529	0.790666879154943	3	6	IKBKB,NFKB1,NFKBIA	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_ERK_RSK_SIGNALING	0.148813287138529	0.790666879154943	3	6	MAPK1,MAPK3,RPS6KA3	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_MODIFYING_OF_CONDENSIN_II_SUBUNITS	0.148813287138529	0.790666879154943	3	6	AURKB,NCAPG2,PLK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_NLRP3_INFLAMMASOME_SIGNALING_PATHWAY	0.148813287138529	0.790666879154943	3	6	CASP1,IL18,IL1B	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_N_GLYCAN_PRECURSOR_BIOSYNTHESIS_ALG7_TO_ALG11	0.148813287138529	0.790666879154943	3	6	ALG1,ALG13,DPAGT1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_REGULATION_OF_FIBRINOLYTIC_SYSTEM_PAI	0.148813287138529	0.790666879154943	3	6	PLAT,PLAU,SERPINA5	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_SIALYL_LEWIS_X_ANTIGEN_BIOSYNTHESIS	0.148813287138529	0.790666879154943	3	6	FUT3,FUT4,FUT7	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_AMPLIFIED_MYCN_TO_TRANSCRIPTIONAL_ACTIVATION	0.148813287138529	0.790666879154943	3	6	MDM2,MYCN,PTK2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_AUTOPHAGY_VESICLE_NUCLEATION	0.148813287138529	0.790666879154943	3	6	ATG14,BECN1,HTT	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNAS_AC_PKA_SIGNALING_PATHWAY	0.155732958785682	0.790666879154943	8	23	ADCY1,ADCY5,ADCY6,ADCY7,ADCY9,ATF4,CREB1,CREB3L2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_ESPG_TO_MICROTUBULE_RHOA_SIGNALING_PATHWAY	0.155834182967533	0.790666879154943	6	16	TUBA1C,TUBA3D,TUBB,TUBB3,TUBB4A,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HPV_E7_TO_PP2A_AKT_SIGNALING_PATYWAY	0.155834182967533	0.790666879154943	6	16	PPP2CA,PPP2R2A,PPP2R2B,PPP2R5A,PPP2R5C,PPP2R5D	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_FSHR_GNAS_PKA_SIGNALING_PATHWAY	0.155834182967533	0.790666879154943	6	16	ADCY1,ADCY5,ADCY6,ADCY7,ADCY9,CGA	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_N_GLYCAN_BIOSYNTHESIS	0.155834182967533	0.790666879154943	6	16	B4GALT3,MAN2A2,MGAT1,MOGS,ST6GAL1,ST6GAL2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_TNF_NFKB_SIGNALING_PATHWAY	0.155834182967533	0.790666879154943	6	16	IKBKB,NFKB1,NFKBIA,TNF,TRADD,TRAF5	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_CRHR_PKA_ACTH_SIGNALING_PATHWAY	0.168060471854095	0.845767740468984	9	27	ADCY1,ADCY5,ADCY6,ADCY7,ADCY9,ATF4,CREB1,CREB3L2,POMC	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HCMV_US28_TO_GNA12_13_RHO_SIGNALING_PATHWAY	0.17354324883291	0.861140569381732	5	13	CCL2,CCL3,CCL4,CCL5,CX3CL1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_MICROTUBULE_RHOA_SIGNALING_PATHWAY	0.173954709787153	0.861140569381732	7	20	ARHGEF2,TUBA1C,TUBA3D,TUBB,TUBB3,TUBB4A,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_BRANCHING_MICROTUBULE_NUCLEATION	0.178071070889922	0.861140569381732	10	31	HAUS8,MZT2B,TPX2,TUBA1C,TUBA3D,TUBB,TUBB3,TUBB4A,TUBB6,TUBGCP4	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_CCR2_GNB_G_PI3K_NFKB_SIGNALING_PATHWAY	0.178071070889922	0.861140569381732	10	31	CCL2,CCR2,GNB4,GNB5,GNG11,GNGT2,IKBKB,NFKB1,NFKBIA,PIK3CD	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_CYP11B1_CYP11B2_FUSION_TO_ACTH_CORTISOL_SIGNALING_PATHWAY	0.178071070889922	0.861140569381732	10	31	ADCY1,ADCY5,ADCY6,ADCY7,ADCY9,ATF4,CREB1,CREB3L2,PBX1,POMC	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_GPI_ANCHOR_BIOSYNTHESIS	0.187775649423123	0.865488094614647	8	24	PIGB,PIGF,PIGG,PIGH,PIGQ,PIGT,PIGV,PIGX	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_CACNA1D_H_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY	0.187775649423123	0.865488094614647	8	24	ATF4,CACNA1D,CACNA1H,CAMK1D,CAMK2B,CAMK2D,CREB1,CREB3L2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_LECTIN_PATHWAY_OF_COMPLEMENT_CASCADE_C4_C2_TO_C3_CONVERTASE_FORMATION	0.19369387633887	0.865488094614647	4	10	C2,C4B,FCN1,FCN3	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_ELECTRON_TRANSFER_IN_COMPLEX_III	0.19369387633887	0.865488094614647	4	10	HTT,UQCR11,UQCRC2,UQCRQ	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_TLR5_NFKB_SIGNALING_PATHWAY	0.195167579183587	0.865488094614647	6	17	IKBKB,IL6,MYD88,NFKB1,NFKBIA,TNF	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_DCTN1_TO_RETROGRADE_AXONAL_TRANSPORT	0.195167579183587	0.865488094614647	6	17	TUBA1C,TUBA3D,TUBB,TUBB3,TUBB4A,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY	0.198606905698722	0.865488094614647	9	28	AGTR1,ATF4,CAMK1D,CAMK2B,CAMK2D,CREB1,CREB3L2,GNAQ,PLCB2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_ITGA_B_RHOG_RAC_SIGNALING_PATHWAY	0.198606905698722	0.865488094614647	9	28	DOCK1,ELMO1,ELMO3,ITGA4,ITGB3,ITGB6,ITGB7,RAC2,RHOG	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_ACTH_CORTISOL_SIGNALING_PATHWAY	0.207271740776309	0.865488094614647	10	32	ADCY1,ADCY5,ADCY6,ADCY7,ADCY9,ATF4,CREB1,CREB3L2,PBX1,POMC	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_GNRH_GNRHR_PLCB_PKC_SIGNALING_PATHWAY	0.210697599267285	0.865488094614647	7	21	CGA,GNAQ,LHB,MAPK1,MAPK3,PLCB2,PRKCB	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_PROMOTION_OF_MICROTUBULE_GROWTH	0.210697599267285	0.865488094614647	7	21	CLASP2,TUBA1C,TUBA3D,TUBB,TUBB3,TUBB4A,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_EBV_BARF1_TO_INTRINSIC_APOPTOTIC_PATHWAY	0.216301114185753	0.865488094614647	3	7	BAK1,BCL2,CASP3	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_KSHV_LANA_TO_WNT_SIGNALING_PATHWAY	0.216301114185753	0.865488094614647	3	7	CCND1,TCF7,TCF7L1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_KSHV_VFLIP_TO_TNF_NFKB_SIGNALING_PATHWAY	0.216301114185753	0.865488094614647	3	7	IKBKB,NFKB1,NFKBIA	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_FAS_JNK_SIGNALING_PATHWAY	0.216301114185753	0.865488094614647	3	7	FAS,FASLG,MAP3K5	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_GH_JAK_STAT_SIGNALING_PATHWAY	0.216301114185753	0.865488094614647	3	7	GHR,JAK2,STAT5A	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_HEPARAN_SULFATE_DEGRADATION	0.216301114185753	0.865488094614647	3	7	HGSNAT,IDS,IDUA	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_TNF_RIPK1_3_SIGNALING_PATHWAY	0.216301114185753	0.865488094614647	3	7	TNF,TRADD,TRAF5	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_WEE1_CELL_CYCLE_G2_M	0.216301114185753	0.865488094614647	3	7	CCNB2,CCNB3,CHEK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_ERBB2_OVEREXPRESSION_TO_EGF_JAK_STAT_SIGNALING_PATHWAY	0.216301114185753	0.865488094614647	3	7	ERBB2,STAT1,VEGFA	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_ENV_FACTOR_NICOTINE_NNK_TO_CAMP_SIGNALING_PATHWAY	0.220238854411141	0.865488094614647	5	14	ADCY1,ADCY5,ADCY6,ADCY7,ADCY9	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HIV_NEF_TO_TNF_NFKB_SIGNALING_PATHWAY	0.220238854411141	0.865488094614647	5	14	IKBKB,NFKB1,NFKBIA,TRADD,TRAF5	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_FLCN_MTORC1_SIGNALING_PATHWAY	0.220238854411141	0.865488094614647	5	14	MLST8,RRAGB,RRAGD,SLC7A5,TELO2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_GATOR1_MTORC1_SIGNALING_PATHWAY	0.220238854411141	0.865488094614647	5	14	MLST8,NPRL2,RRAGB,RRAGD,TELO2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_IGF_IGFR_PI3K_NFKB_SIGNALING_PATHWAY	0.220238854411141	0.865488094614647	5	14	IGF1R,IKBKB,NFKB1,NFKBIA,PIK3CD	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_ORGANIZATION_OF_THE_INNER_KINETOCHORE	0.220238854411141	0.865488094614647	5	14	CENPA,CENPN,CENPO,CENPP,CENPW	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_EML4_ALK_FUSION_KINASE_TO_PLCG_ERK_SIGNALING_PATHWAY	0.220238854411141	0.865488094614647	5	14	CCND1,MAPK1,MAPK3,PLCG2,PRKCB	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_EGFR_TO_PLCG_ERK_SIGNALING_PATHWAY	0.220238854411141	0.865488094614647	5	14	CCND1,MAPK1,MAPK3,PLCG2,PRKCB	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_KCNJ5_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY	0.222314389408286	0.865488094614647	8	25	ATF4,CACNA1D,CACNA1H,CAMK1D,CAMK2B,CAMK2D,CREB1,CREB3L2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_ANTEROGRADE_AXONAL_TRANSPORT	0.222314389408286	0.865488094614647	8	25	HTT,KIF5C,TUBA1C,TUBA3D,TUBB,TUBB3,TUBB4A,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_ATP1A1_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY	0.222314389408286	0.865488094614647	8	25	ATF4,CACNA1D,CACNA1H,CAMK1D,CAMK2B,CAMK2D,CREB1,CREB3L2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_RETROGRADE_AXONAL_TRANSPORT	0.224921430552728	0.870164784450868	13	44	DCTN4,DCTN6,DNAH5,DNAH7,DNAL1,DNALI1,HTT,TUBA1C,TUBA3D,TUBB,TUBB3,TUBB4A,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_GNAS_TO_ACTH_CORTISOL_SIGNALING_PATHWAY	0.231258583234427	0.889124615044164	9	29	ADCY1,ADCY5,ADCY6,ADCY7,ADCY9,ATF4,CREB1,CREB3L2,PBX1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_IGH_MMSET_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION	0.236621644725593	0.902718730393766	1	1	CCND2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_ENV_FACTOR_DCE_TO_DNA_ADDUCTS	0.237711071169925	0.902718730393766	6	18	GSTA1,GSTA2,GSTA5,GSTM2,GSTO2,GSTP1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_ENV_FACTOR_NNK_TO_DNA_ADDUCTS	0.23934251392075	0.903372049493564	2	4	CYP2A6,HSD11B1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_CD80_CD86_CTLA4_PP2A_SIGNALING_PATHWAY	0.24997177739048	0.906892311299863	7	22	CTLA4,PPP2CA,PPP2R2A,PPP2R2B,PPP2R5A,PPP2R5C,PPP2R5D	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_KINETOCHORE_FIBER_ORGANIZATION	0.24997177739048	0.906892311299863	7	22	AURKA,TUBA1C,TUBA3D,TUBB,TUBB3,TUBB4A,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ANTEROGRADE_AXONAL_TRANSPORT	0.24997177739048	0.906892311299863	7	22	MAPT,TUBA1C,TUBA3D,TUBB,TUBB3,TUBB4A,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_EBV_LMP1_TO_NFKB_SIGNALING_PATHWAY	0.250530832362321	0.906892311299863	4	11	IKBKB,NFKB1,NFKBIA,TRADD	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_BETA_OXIDATION_ACYL_COA_SYNTHESIS	0.250530832362321	0.906892311299863	4	11	ACSL1,ACSL3,ACSL4,ACSL5	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_NOTCH_PROTEOLYTIC_ACTIVATION	0.250530832362321	0.906892311299863	4	11	ADAM17,APH1B,NOTCH1,PSEN2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_TSC1_2_MTORC1_SIGNALING_PATHWAY	0.250530832362321	0.906892311299863	4	11	MLST8,TBC1D7,TELO2,TSC2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNAI_AC_PKA_SIGNALING_PATHWAY	0.258939716260996	0.918807297060393	8	26	ADCY1,ADCY5,ADCY6,ADCY7,ADCY9,ATF4,CREB1,CREB3L2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_CCR5_GNB_G_PLCB_G_PKC_SIGNALING_PATHWAY	0.258939716260996	0.918807297060393	8	26	CCL5,CCR5,GNB4,GNB5,GNG11,GNGT2,PLCB2,PRKCB	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HCMV_US28_TO_GNB_G_PI3K_NFKB_SIGNALING_PATHWAY	0.265685130688098	0.918807297060393	9	30	GNB4,GNB5,GNG11,GNGT2,IKBKB,IL6,NFKB1,NFKBIA,PIK3CD	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_CCR_CXCR_GNB_G_PI3K_RAC_SIGNALING_PATHWAY	0.265685130688098	0.918807297060393	9	30	CCL2,CCL3,CCL4,GNB4,GNB5,GNG11,GNGT2,PIK3CG,PREX1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_ENV_FACTOR_METALS_TO_NFKB_SIGNALING_PATHWAY	0.270150126114687	0.918807297060393	5	15	IKBKB,NFKB1,NFKBIA,PRKD3,PTPRJ	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_TNF_NFKB_SIGNALING_PATHWAY	0.270150126114687	0.918807297060393	5	15	IKBKB,NFKB1,NFKBIA,TRADD,TRAF5	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_AUTOPHAGY_VESICLE_NUCLEATION_ELONGATION_MATURATION_MTORC1_PI3KC3_C1	0.270150126114687	0.918807297060393	5	15	ATG14,BECN1,MLST8,NRBF2,TELO2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_EGF_EGFR_PLCG_ERK_SIGNALING_PATHWAY	0.270150126114687	0.918807297060393	5	15	CCND1,MAPK1,MAPK3,PLCG2,PRKCB	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_PTH_PTH1R_PKA_SIGNALING_PATHWAY	0.270150126114687	0.918807297060393	5	15	ADCY1,ADCY5,ADCY6,ADCY7,ADCY9	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_IGF2_OVEREXPRESSION_TO_RAS_ERK_SIGNALING_PATHWAY	0.270150126114687	0.918807297060393	5	15	IGF1R,IGF2,MAPK1,MAPK3,SOS2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_MET_TO_RAS_ERK_SIGNALING_PATHWAY	0.270150126114687	0.918807297060393	5	15	CCND1,MAPK1,MAPK3,MET,SOS2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_RETROGRADE_AXONAL_TRANSPORT	0.278005267999053	0.938820730563119	12	42	DCTN4,DCTN6,DNAH5,DNAH7,DNAL1,DNALI1,TUBA1C,TUBA3D,TUBB,TUBB3,TUBB4A,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_KINETOCHORE_MICROTUBULE_ATTACHMENT	0.282684771712574	0.938820730563119	6	19	TUBA1C,TUBA3D,TUBB,TUBB3,TUBB4A,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_PP2A_AKT_SIGNALING_PATHWAY	0.282684771712574	0.938820730563119	6	19	PPP2CA,PPP2R2A,PPP2R2B,PPP2R5A,PPP2R5C,PPP2R5D	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HIV_TAT_NEF_TO_CROSSTALK_BETWEEN_EXTRINSIC_AND_INTRINSIC_APOPTOTIC_PATHWAYS	0.288434597012728	0.938820730563119	3	8	BAK1,BID,CASP3	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_KSHV_K15_TO_TNF_NFKB_SIGNALING_PATHWAY	0.288434597012728	0.938820730563119	3	8	IKBKB,NFKB1,NFKBIA	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_REGULATION_OF_GF_RTK_RAS_ERK_SIGNALING_RASGAP	0.288434597012728	0.938820730563119	3	8	RASA1,RASA4,RASAL1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_CDH1_REDUCED_EXPRESSION_TO_BETA_CATENIN_SIGNALING_PATHWAY	0.288434597012728	0.938820730563119	3	8	CCND1,TCF7,TCF7L1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SOD1_TO_INTRINSIC_APOPTOTIC_PATHWAY	0.288434597012728	0.938820730563119	3	8	BAK1,BCL2,CASP3	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_ANTEROGRADE_AXONAL_TRANSPORT	0.291201260530079	0.938820730563119	7	23	KIF5C,TUBA1C,TUBA3D,TUBB,TUBB3,TUBB4A,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_KEAP1_NRF2_SIGNALING_PATHWAY	0.291201260530079	0.938820730563119	7	23	GSTA1,GSTA2,GSTA5,GSTM2,GSTO2,GSTP1,NQO1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY	0.297204661274428	0.953210804812802	8	27	IL27RA,IL4R,IL6,IL6R,IL6ST,JAK2,OSM,STAT1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HBV_HBX_TO_CREB_MEDIATED_TRANSCRIPTION	0.310195699205255	0.974675826436815	4	12	ATF4,CREB1,CREB3L2,CREBBP	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_CXCR4_GNAI_PI3K_BAD_SIGNALING_PATHWAY	0.310195699205255	0.974675826436815	4	12	BAD,CCR5,CXCR4,PIK3CD	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_TRH_TRHR_PLCB_PKC_SIGNALING_PATHWAY	0.310195699205255	0.974675826436815	4	12	GNAQ,PLCB2,PRKCB,TRH	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_APC_TO_WNT_SIGNALING_PATHWAY	0.310195699205255	0.974675826436815	4	12	AXIN2,CCND1,TCF7,TCF7L1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HCMV_US28_TO_GNAI_AC_PKA_SIGNALING_PATHWAY	0.322111918454302	0.987065730312937	5	16	ADCY1,ADCY5,ADCY6,ADCY7,ADCY9	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_AGE_RAGE_SIGNALING_PATHWAY	0.322111918454302	0.987065730312937	5	16	IL6,MAPK1,MAPK3,NFKB1,TNF	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_IGF_IGF1R_RAS_ERK_SIGNALING_PATHWAY	0.322111918454302	0.987065730312937	5	16	IGF1R,IGF2,MAPK1,MAPK3,SOS2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_P4_PR_RAS_ERK_SIGNALING_PATHWAY	0.322111918454302	0.987065730312937	5	16	CCND1,MAPK1,MAPK3,PGR,SOS2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_TYPE_II_INTERFERON_TO_JAK_STAT_SIGNALING_PATHWAY	0.322111918454302	0.987065730312937	5	16	IFNG,IFNGR1,IFNGR2,JAK2,STAT1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119	0.329283369680611	0.989765233803443	6	20	EZH2,JARID2,KDM2B,SKP1,TRIM27,USP7	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_REGULATION_OF_GF_RTK_RAS_ERK_SIGNALING_PTP	0.329283369680611	0.989765233803443	6	20	DUSP10,DUSP2,DUSP6,MAPK1,MAPK3,PTPN7	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT	0.333788276868237	0.989765233803443	7	24	KIF5C,TUBA1C,TUBA3D,TUBB,TUBB3,TUBB4A,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_ANTEROGRADE_AXONAL_TRANSPORT	0.333788276868237	0.989765233803443	7	24	KIF5C,TUBA1C,TUBA3D,TUBB,TUBB3,TUBB4A,TUBB6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY	0.33664376350471	0.989765233803443	8	28	GNB4,GNB5,GNG11,GNGT2,IL6,NFKB1,PIK3CG,PREX1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_GHRHR_PKA_GH_SIGNALING_PATHWAY	0.33664376350471	0.989765233803443	8	28	ADCY1,ADCY5,ADCY6,ADCY7,ADCY9,ATF4,CREB1,CREB3L2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ANXA2_S100A10_REGULATED_ACTIN_CYTOSKELETON	0.338982600268708	0.989765233803443	2	5	ACTB,AHNAK	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_AUTOPHAGY_VESICLE_NUCLEATION_ELONGATION_MATURATION_PACER_RUBCN_PI3KC3_C2	0.338982600268708	0.989765233803443	2	5	BECN1,NRBF2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_CHRNA7_E2F_SIGNALING_PATHWAY	0.338982600268708	0.989765233803443	2	5	ARRB1,RB1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_LEWIS_X_ANTIGEN_BIOSYNTHESIS	0.338982600268708	0.989765233803443	2	5	FUT3,FUT4	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_ENV_FACTOR_NNK_NNN_TO_CHRNA7_E2F_SIGNALING_PATHWAY	0.361860853549831	1	3	9	ARRB1,CDC25A,RB1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_ATR_P21_CELL_CYCLE_G2_M	0.361860853549831	1	3	9	CCNB2,CCNB3,CHEK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_III	0.361860853549831	1	3	9	UQCR11,UQCRC2,UQCRQ	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_GRM1_TO_MGLUR1_TRPC3_SIGNALING_PATHWAY	0.361860853549831	1	3	9	GNAQ,ITPR3,PLCB2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_MET_TO_PI3K_SIGNALING_PATHWAY	0.361860853549831	1	3	9	BAD,MET,PIK3CD	KEGG_MEDICUS	Not Significant
