pathway	pval	padj	overlap	size	overlapGenes	Pathway_Set	Significance
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.150929972509195	0.467882914778504	10	30	ABAT,ASNS,ASS1,DDO,GAD1,GLS2,GLUD1,GLUD2,GPT2,IL4I1	KEGG_LEGACY	Not Significant
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0.160135826027239	0.488283010509286	11	34	ADI1,AHCYL1,AHCYL2,AMD1,CBS,DNMT3A,DNMT3B,IL4I1,LDHC,MAT2A,MTR	KEGG_LEGACY	Not Significant
KEGG_ETHER_LIPID_METABOLISM	0.168060471854095	0.501976485968931	9	27	CHPT1,ENPP2,JMJD7-PLA2G4B,LPCAT1,PAFAH2,PLA2G10,PLA2G12A,PLA2G7,PLD1	KEGG_LEGACY	Not Significant
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0.170024293634638	0.501976485968931	22	76	CALML5,CDS1,IMPA1,IMPA2,INPP4A,INPP4B,INPP5D,INPP5J,ITPK1,ITPKA,ITPR3,PIK3C2A,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIP5K1B,PLCB2,PLCD4,PLCG2,PRKCB,SYNJ2	KEGG_LEGACY	Not Significant
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	0.173954709787153	0.505555875318912	7	20	ACOT1,ACOT2,ACOT4,ACOX3,ELOVL2,ELOVL5,FADS2	KEGG_LEGACY	Not Significant
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0.178071070889922	0.506540405090392	10	31	ALAS1,AOC3,CBS,CHDH,GAMT,MAOA,PHGDH,PSAT1,SHMT2,SRR	KEGG_LEGACY	Not Significant
KEGG_N_GLYCAN_BIOSYNTHESIS	0.180216536252545	0.506540405090392	14	46	ALG1,ALG10B,ALG13,ALG8,B4GALT3,DDOST,DPAGT1,MAN2A2,MGAT1,MGAT4A,MOGS,RPN1,RPN2,ST6GAL1	KEGG_LEGACY	Not Significant
KEGG_PANCREATIC_CANCER	0.182550851352233	0.506540405090392	20	69	BAD,CCND1,CDKN2A,E2F2,E2F3,ERBB2,IKBKB,MAPK1,MAPK3,NFKB1,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PLD1,RAC2,RB1,SMAD3,STAT1,VEGFA	KEGG_LEGACY	Not Significant
KEGG_VEGF_SIGNALING_PATHWAY	0.185186814764229	0.506540405090392	21	73	BAD,CHP1,HSPB1,JMJD7-PLA2G4B,MAPK1,MAPK3,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PLA2G10,PLA2G12A,PLCG2,PPP3CB,PRKCB,PTK2,RAC2,SH2D2A,SHC2,SPHK2,VEGFA	KEGG_LEGACY	Not Significant
KEGG_TRYPTOPHAN_METABOLISM	0.193205271414347	0.514672299986141	12	39	AADAT,ACAT2,AFMID,ALDH2,ALDH3A2,ALDH7A1,IDO1,IL4I1,KMO,KYNU,MAOA,TDO2	KEGG_LEGACY	Not Significant
KEGG_FOLATE_BIOSYNTHESIS	0.19369387633887	0.514672299986141	4	10	GCH1,GGH,QDPR,SPR	KEGG_LEGACY	Not Significant
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.199238281809295	0.52194817488069	19	66	ACACB,ACSL1,ACSL3,ACSL4,ACSL5,IKBKB,IRS1,JAK2,NFKB1,NFKBIA,NFKBIB,NFKBIE,POMC,PRKAA1,PRKAA2,PRKCQ,TNF,TNFRSF1B,TRADD	KEGG_LEGACY	Not Significant
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	0.202079620589337	0.522039019855787	34	125	ARHGDIB,ATF4,BAD,BCL2,CALML5,CAMK2B,CAMK2D,CSK,FASLG,FOXO3,IKBKB,IRS1,MAP3K1,MAP3K5,MAPK1,MAPK3,NFKB1,NFKBIA,NFKBIB,NFKBIE,PDPK1,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PLCG2,RIPK2,RPS6KA3,SH2B1,SH2B2,SHC2,SOS2,YWHAB,YWHAQ	KEGG_LEGACY	Not Significant
KEGG_DNA_REPLICATION	0.214314105818478	0.546060598386808	11	36	FEN1,MCM2,MCM3,MCM4,MCM5,MCM6,MCM7,POLD4,PRIM2,RFC4,RNASEH1	KEGG_LEGACY	Not Significant
KEGG_FATTY_ACID_METABOLISM	0.220108453030845	0.551339685732549	12	40	ACADS,ACADSB,ACAT2,ACOX3,ACSL1,ACSL3,ACSL4,ACSL5,ALDH2,ALDH3A2,ALDH7A1,ECI1	KEGG_LEGACY	Not Significant
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	0.222314389408286	0.551339685732549	8	25	PIGB,PIGF,PIGG,PIGH,PIGQ,PIGT,PIGV,PIGX	KEGG_LEGACY	Not Significant
KEGG_ENDOMETRIAL_CANCER	0.232335804999914	0.568611312236632	15	52	AXIN2,BAD,CCND1,ERBB2,FOXO3,MAPK1,MAPK3,PDPK1,PIK3CD,PIK3CG,PIK3R1,PIK3R2,SOS2,TCF7,TCF7L1	KEGG_LEGACY	Not Significant
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	0.241400827987671	0.583124077996192	19	68	C1QA,C1QB,C1QC,C1R,C1S,C2,C3,C3AR1,C4B,C5,C6,CFH,CR2,F7,PLAT,PLAU,PLAUR,SERPINA5,SERPING1	KEGG_LEGACY	Not Significant
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0.24598035002799	0.586568526989821	23	84	ADCY1,ADCY5,ADCY6,ADCY7,ADCY9,ANAPC13,BUB1,CCNA2,CCNB2,CCNB3,CDC25A,CDC25B,IGF1R,MAPK1,MAPK3,PGR,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PLK1,PRKX,RPS6KA3	KEGG_LEGACY	Not Significant
KEGG_GLUTATHIONE_METABOLISM	0.282382124736713	0.657800105225544	14	50	GGT7,GPX4,GSTA1,GSTA2,GSTA5,GSTM2,GSTO2,GSTP1,IDH2,LAP3,ODC1,OPLAH,RRM2,RRM2B	KEGG_LEGACY	Not Significant
KEGG_COLORECTAL_CANCER	0.285855046873501	0.657800105225544	17	62	APPL1,AXIN2,BAD,BCL2,CASP3,CCND1,MAPK1,MAPK3,MSH3,PIK3CD,PIK3CG,PIK3R1,PIK3R2,RAC2,SMAD3,TCF7,TCF7L1	KEGG_LEGACY	Not Significant
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	0.286461336146608	0.657800105225544	18	66	ADAM17,ATP6V0A2,ATP6V0A4,ATP6V1B1,ATP6V1C2,ATP6V1H,CASP3,CCL5,CSK,CXCL1,F11R,IKBKB,LYN,MET,NFKB1,NFKBIA,NOD1,PLCG2	KEGG_LEGACY	Not Significant
KEGG_NITROGEN_METABOLISM	0.291201260530079	0.660529688519447	7	23	ASNS,CA12,CA14,CA2,GLS2,GLUD1,GLUD2	KEGG_LEGACY	Not Significant
KEGG_HEDGEHOG_SIGNALING_PATHWAY	0.310919994309925	0.696660660843026	15	55	BMP6,BTRC,CSNK1A1,CSNK1G1,CSNK1G3,GLI1,GLI3,LRP2,PRKX,STK36,WNT10A,WNT2,WNT3,WNT4,WNT6	KEGG_LEGACY	Not Significant
KEGG_LYSOSOME	0.319763906702251	0.696660660843026	31	120	ABCA2,AP3M2,AP4E1,ARSG,ASAH1,ATP6V0A2,ATP6V0A4,ATP6V1H,CD68,CTSB,CTSC,CTSF,CTSH,CTSL,CTSS,CTSV,CTSW,CTSZ,GM2A,GNPTG,HGSNAT,IDS,IDUA,IGF2R,LAMP3,LAPTM5,LGMN,NAPSA,NPC1,NPC2,SUMF1	KEGG_LEGACY	Not Significant
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	0.322111918454302	0.696660660843026	5	16	ACOX3,FADS2,JMJD7-PLA2G4B,PLA2G10,PLA2G12A	KEGG_LEGACY	Not Significant
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	0.322111918454302	0.696660660843026	5	16	BCAT2,COASY,ENPP1,PPCS,VNN2	KEGG_LEGACY	Not Significant
KEGG_DORSO_VENTRAL_AXIS_FORMATION	0.333788276868237	0.701151769356986	7	24	ETS1,ETV7,MAPK1,MAPK3,NOTCH1,SOS2,SPIRE1	KEGG_LEGACY	Not Significant
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	0.333788276868237	0.701151769356986	7	24	B3GNT3,B3GNT5,B4GALT3,FUT3,FUT4,FUT7,ST8SIA1	KEGG_LEGACY	Not Significant
KEGG_HISTIDINE_METABOLISM	0.33664376350471	0.701151769356986	8	28	ALDH2,ALDH3A2,ALDH7A1,HDC,HEMK1,LCMT1,LCMT2,MAOA	KEGG_LEGACY	Not Significant
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.339266985172735	0.701151769356986	14	52	BAD,BCL2,BID,CASP1,CASP3,CHP1,GRIA2,MAP3K5,PPP3CB,PRPH2,SLC1A2,TNF,TNFRSF1B,TOMM40L	KEGG_LEGACY	Not Significant
KEGG_LIMONENE_AND_PINENE_DEGRADATION	0.361860853549831	0.728411530465248	3	9	ALDH2,ALDH3A2,ALDH7A1	KEGG_LEGACY	Not Significant
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.364167787415208	0.728411530465248	52	209	ABI2,ACTB,ARHGAP35,ARPC2,ARPC5L,BAIAP2,CD14,CSK,DIAPH1,DIAPH3,DOCK1,FGD3,FGF18,FGFR1,FGFR3,GSN,ITGA4,ITGA6,ITGAL,ITGAM,ITGAX,ITGB2,ITGB3,ITGB6,ITGB7,LIMK2,MAPK1,MAPK3,MRAS,MSN,MYL5,NCKAP1,NCKAP1L,PDGFD,PFN1,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIP5K1B,PTK2,RAC2,RRAS2,SOS2,SSH2,SSH3,TIAM1,TIAM2,VAV1,VAV3,WAS,WASL	KEGG_LEGACY	Not Significant
KEGG_GNRH_SIGNALING_PATHWAY	0.370342365742485	0.728411530465248	25	98	ADCY1,ADCY5,ADCY6,ADCY7,ADCY9,ATF4,CACNA1D,CALML5,CAMK2B,CAMK2D,CGA,GNAQ,ITPR3,JMJD7-PLA2G4B,LHB,MAP3K1,MAPK1,MAPK3,PLA2G10,PLA2G12A,PLCB2,PLD1,PRKCB,PRKX,SOS2	KEGG_LEGACY	Not Significant
KEGG_DILATED_CARDIOMYOPATHY	0.374921023688016	0.728411530465248	23	90	ACTB,ADCY1,ADCY5,ADCY6,ADCY7,ADCY9,CACNA1D,CACNA2D2,CACNG1,CACNG4,ITGA4,ITGA6,ITGB3,ITGB6,ITGB7,PLN,PRKX,SGCA,SGCD,SLC8A1,TNF,TNNI3,TPM4	KEGG_LEGACY	Not Significant
KEGG_ONE_CARBON_POOL_BY_FOLATE	0.375005393150434	0.728411530465248	5	17	MTHFD1L,MTHFD2,MTHFR,MTR,SHMT2	KEGG_LEGACY	Not Significant
KEGG_BASE_EXCISION_REPAIR	0.375954338304644	0.728411530465248	9	33	FEN1,MPG,NEIL1,NEIL2,NTHL1,PARP2,PARP3,POLD4,SMUG1	KEGG_LEGACY	Not Significant
KEGG_LONG_TERM_POTENTIATION	0.387244781134183	0.742551848360392	18	70	ADCY1,ATF4,CALML5,CAMK2B,CAMK2D,CHP1,CREBBP,GNAQ,GRIA2,ITPR3,MAPK1,MAPK3,PLCB2,PPP1R1A,PPP3CB,PRKCB,PRKX,RPS6KA3	KEGG_LEGACY	Not Significant
KEGG_PROTEASOME	0.407280795034935	0.766116646952559	11	42	IFNG,PSMB10,PSMB2,PSMB3,PSMB8,PSMB9,PSMD11,PSMD2,PSMD3,PSME2,PSME4	KEGG_LEGACY	Not Significant
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.407783085760556	0.766116646952559	27	108	ADCY1,ADCY5,ADCY6,ADCY7,ADCY9,AGTR1,CACNA1D,CALML5,EDNRA,GNAQ,ITPR3,JMJD7-PLA2G4B,KCNMB1,MAPK1,MAPK3,MYH11,PLA2G10,PLA2G12A,PLCB2,PRKCB,PRKCE,PRKCH,PRKCQ,PRKX,PTGIR,RAMP1,RAMP2	KEGG_LEGACY	Not Significant
KEGG_MELANOMA	0.413272082564057	0.766116646952559	18	71	BAD,CCND1,CDKN2A,E2F2,E2F3,FGF18,FGFR1,IGF1R,MAPK1,MAPK3,MDM2,MET,PDGFD,PIK3CD,PIK3CG,PIK3R1,PIK3R2,RB1	KEGG_LEGACY	Not Significant
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	0.424089801823231	0.766116646952559	15	59	AKR1A1,ALDH2,ALDH3A2,ALDH7A1,ENO1,ENO2,GALM,HK3,LDHC,PDHA1,PDHB,PFKM,PFKP,PGAM2,PGM1	KEGG_LEGACY	Not Significant
KEGG_BETA_ALANINE_METABOLISM	0.42424739051674	0.766116646952559	6	22	ABAT,ALDH2,ALDH3A2,ALDH7A1,AOC3,GAD1	KEGG_LEGACY	Not Significant
KEGG_PROTEIN_EXPORT	0.42424739051674	0.766116646952559	6	22	IMMP2L,SEC11C,SEC61B,SPCS1,SPCS3,SRP14	KEGG_LEGACY	Not Significant
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	0.431206628465692	0.768680278374959	4	14	B3GNT7,B4GALT3,CHST2,CHST6	KEGG_LEGACY	Not Significant
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	0.433932415211671	0.768680278374959	3	10	CSAD,GAD1,GGT7	KEGG_LEGACY	Not Significant
KEGG_PROPANOATE_METABOLISM	0.457423826500681	0.802649355935157	8	31	ABAT,ACACB,ACAT2,ALDH2,ALDH3A2,ALDH6A1,ALDH7A1,LDHC	KEGG_LEGACY	Not Significant
KEGG_GAP_JUNCTION	0.475890373642511	0.827248686892589	21	86	ADCY1,ADCY5,ADCY6,ADCY7,ADCY9,GJA1,GNAQ,ITPR3,MAPK1,MAPK3,PDGFD,PLCB2,PRKCB,PRKX,SOS2,TUBA1C,TUBA3D,TUBB,TUBB3,TUBB4A,TUBB6	KEGG_LEGACY	Not Significant
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	0.489772629320603	0.84349730605215	4	15	ACAT2,FDPS,GGPS1,PDSS1	KEGG_LEGACY	Not Significant
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	0.497095156972852	0.848254121072941	8	32	AKR1B1,FPGT,GMDS,HK3,MPI,PFKM,PFKP,SORD	KEGG_LEGACY	Not Significant
KEGG_O_GLYCAN_BIOSYNTHESIS	0.506325465902788	0.856150333253805	7	28	B4GALT5,GALNT14,GALNT16,GALNT3,GALNT4,GALNT6,GCNT1	KEGG_LEGACY	Not Significant
KEGG_GALACTOSE_METABOLISM	0.517010371922709	0.866341704302917	6	24	AKR1B1,HK3,PFKM,PFKP,PGM1,UGP2	KEGG_LEGACY	Not Significant
KEGG_FOCAL_ADHESION	0.537508045157053	0.892647289278678	46	195	ACTB,ARHGAP35,BAD,BCL2,BIRC3,CCND1,CCND2,CCND3,CHAD,COL4A2,COL4A4,COL4A6,COL6A6,DIAPH1,DOCK1,ERBB2,FLNB,FYN,IGF1R,ITGA4,ITGA6,ITGB3,ITGB6,ITGB7,LAMA3,LAMB2,MAPK1,MAPK3,MET,MYL5,PARVG,PDGFD,PDPK1,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PRKCB,PTK2,RAC2,SHC2,SOS2,THBS4,VAV1,VAV3,VEGFA	KEGG_LEGACY	Not Significant
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	0.545659532942702	0.898165248914537	4	16	AFMID,HYI,MTHFD1L,MTHFD2	KEGG_LEGACY	Not Significant
KEGG_NON_HOMOLOGOUS_END_JOINING	0.566878778638485	0.924907480936476	3	12	FEN1,RAD50,XRCC6	KEGG_LEGACY	Not Significant
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.57531515826692	0.925366971326327	17	73	ACTB,CACNA1D,CACNA2D2,CACNG1,CACNG4,DSC2,GJA1,ITGA4,ITGA6,ITGB3,ITGB6,ITGB7,SGCA,SGCD,SLC8A1,TCF7,TCF7L1	KEGG_LEGACY	Not Significant
KEGG_ERBB_SIGNALING_PATHWAY	0.577110584268032	0.925366971326327	20	86	BAD,CAMK2B,CAMK2D,CBL,CDKN1B,ERBB2,ERBB3,ERBB4,MAPK1,MAPK3,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PLCG2,PRKCB,PTK2,SHC2,SOS2,STAT5A	KEGG_LEGACY	Not Significant
KEGG_LONG_TERM_DEPRESSION	0.592080751567286	0.926816481970814	15	65	GNAQ,GNAZ,GRIA2,IGF1R,ITPR3,JMJD7-PLA2G4B,LYN,MAPK1,MAPK3,PLA2G10,PLA2G12A,PLCB2,PPP2CA,PRKCB,RYR1	KEGG_LEGACY	Not Significant
KEGG_TYROSINE_METABOLISM	0.595921013591817	0.926816481970814	9	39	AOC3,COMT,FAH,HEMK1,IL4I1,LCMT1,LCMT2,MAOA,PNMT	KEGG_LEGACY	Not Significant
KEGG_ALZHEIMERS_DISEASE	0.597918731306589	0.926816481970814	33	143	ADAM17,APOE,BAD,BID,CACNA1D,CALML5,CASP3,CHP1,COX6C,COX7C,FADD,FAS,GNAQ,IL1B,ITPR3,MAPK1,MAPK3,MAPT,NDUFA2,NDUFA5,NDUFA7,NDUFB10,NDUFC2,NDUFS4,NDUFS8,PLCB2,PPP3CB,PSEN2,SDHA,TNF,UQCR11,UQCRC2,UQCRQ	KEGG_LEGACY	Not Significant
KEGG_PHENYLALANINE_METABOLISM	0.598168499032631	0.926816481970814	4	17	AOC3,IL4I1,MAOA,PAH	KEGG_LEGACY	Not Significant
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	0.603328339749189	0.926816481970814	6	26	B3GAT1,EXTL2,GLCE,HS3ST3B1,HS3ST5,HS6ST3	KEGG_LEGACY	Not Significant
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	0.607911886023867	0.926816481970814	19	83	ACTB,CACNA1D,CACNA2D2,CACNG1,CACNG4,IL6,ITGA4,ITGA6,ITGB3,ITGB6,ITGB7,PRKAA1,PRKAA2,SGCA,SGCD,SLC8A1,TNF,TNNI3,TPM4	KEGG_LEGACY	Not Significant
KEGG_VIBRIO_CHOLERAE_INFECTION	0.622038878134184	0.93403063913255	12	53	ACTB,ADCY9,ATP6V0A2,ATP6V0A4,ATP6V1B1,ATP6V1C2,ATP6V1H,PDIA4,PLCG2,PRKCB,PRKX,SEC61B	KEGG_LEGACY	Not Significant
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	0.622687092755033	0.93403063913255	5	22	ATP1A2,CA2,GLS2,GLUD1,GLUD2	KEGG_LEGACY	Not Significant
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	0.643979009817362	0.951126014537639	8	36	SNAP25,STX11,STX16,STX17,STX18,STX7,USE1,VAMP5	KEGG_LEGACY	Not Significant
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	0.646842098297819	0.951126014537639	4	18	ALDH2,ALDH3A2,ALDH7A1,UGDH	KEGG_LEGACY	Not Significant
KEGG_ARACHIDONIC_ACID_METABOLISM	0.649991135238627	0.951126014537639	12	54	ALOX5,CBR3,CYP2B6,EPHX2,GGT7,GPX4,HPGDS,JMJD7-PLA2G4B,LTC4S,PLA2G10,PLA2G12A,PTGDS	KEGG_LEGACY	Not Significant
KEGG_PYRIMIDINE_METABOLISM	0.657657802559982	0.951126014537639	21	94	CANT1,CTPS1,DUT,ENTPD8,NME3,NME4,NME5,NME7,NT5C,NT5C2,NT5M,PNP,POLD4,POLR2D,POLR2L,POLR3K,PRIM2,RRM2,RRM2B,UCK2,UPP1	KEGG_LEGACY	Not Significant
KEGG_BASAL_TRANSCRIPTION_FACTORS	0.660899755397841	0.951126014537639	7	32	GTF2I,TAF1,TAF11,TAF7,TAF9,TAF9B,TBPL1	KEGG_LEGACY	Not Significant
KEGG_MISMATCH_REPAIR	0.664765494031684	0.951126014537639	5	23	EXO1,MSH3,PMS2,POLD4,RFC4	KEGG_LEGACY	Not Significant
KEGG_BASAL_CELL_CARCINOMA	0.676786318976235	0.960933246790684	12	55	AXIN2,FZD8,GLI1,GLI3,STK36,TCF7,TCF7L1,WNT10A,WNT2,WNT3,WNT4,WNT6	KEGG_LEGACY	Not Significant
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	0.694564245980846	0.96280026036874	7	33	ALAD,ALAS1,BLVRB,EARS2,FECH,HCCS,UROD	KEGG_LEGACY	Not Significant
KEGG_WNT_SIGNALING_PATHWAY	0.698934701502337	0.96280026036874	33	149	AXIN2,BTRC,CAMK2B,CAMK2D,CCND1,CCND2,CCND3,CHP1,CREBBP,CSNK1A1,CUL1,CXXC4,DKK1,FZD8,PLCB2,PPARD,PPP2CA,PPP2R5A,PPP2R5C,PPP2R5D,PPP3CB,PRKCB,PRKX,RAC2,SKP1,SMAD3,TCF7,TCF7L1,WNT10A,WNT2,WNT3,WNT4,WNT6	KEGG_LEGACY	Not Significant
KEGG_REGULATION_OF_AUTOPHAGY	0.715163549733493	0.96280026036874	6	29	ATG4D,BECN1,IFNG,PRKAA1,PRKAA2,ULK2	KEGG_LEGACY	Not Significant
KEGG_THYROID_CANCER	0.715163549733493	0.96280026036874	6	29	CCND1,MAPK1,MAPK3,RET,TCF7,TCF7L1	KEGG_LEGACY	Not Significant
KEGG_ECM_RECEPTOR_INTERACTION	0.724704706082069	0.96280026036874	18	84	CD44,CD47,CHAD,COL4A2,COL4A4,COL4A6,COL6A6,GP1BA,ITGA4,ITGA6,ITGB3,ITGB6,ITGB7,LAMA3,LAMB2,SDC1,SDC4,THBS4	KEGG_LEGACY	Not Significant
KEGG_TGF_BETA_SIGNALING_PATHWAY	0.724704706082069	0.96280026036874	18	84	ACVR2B,BMP6,BMPR1B,BMPR2,CHRD,CREBBP,CUL1,ID2,IFNG,MAPK1,MAPK3,PPP2CA,SKP1,SMAD3,TFDP1,THBS4,TNF,ZFYVE16	KEGG_LEGACY	Not Significant
KEGG_RENAL_CELL_CARCINOMA	0.724992915276214	0.96280026036874	14	66	ARNT2,CREBBP,EGLN2,ETS1,HIF1A,MAPK1,MAPK3,MET,PIK3CD,PIK3CG,PIK3R1,PIK3R2,SOS2,VEGFA	KEGG_LEGACY	Not Significant
KEGG_MAPK_SIGNALING_PATHWAY	0.731402845432063	0.96280026036874	58	261	ARRB1,ARRB2,ATF4,CACNA1D,CACNA1H,CACNA2D2,CACNG1,CACNG4,CASP3,CD14,CDC25B,CHP1,DUSP10,DUSP2,DUSP6,FAS,FASLG,FGF18,FGFR1,FGFR3,FLNB,HSPA1A,HSPA2,HSPB1,IKBKB,IL1B,JMJD7-PLA2G4B,LAMTOR3,MAP3K1,MAP3K12,MAP3K5,MAP3K8,MAP4K1,MAP4K3,MAPK1,MAPK3,MAPK8IP3,MAPT,MRAS,NFKB1,PLA2G10,PLA2G12A,PPM1A,PPP3CB,PRKCB,PRKX,PTPN7,RAC2,RASA1,RASGRP2,RASGRP3,RELB,RPS6KA3,RRAS2,SOS2,STK4,STMN1,TNF	KEGG_LEGACY	Not Significant
KEGG_LYSINE_DEGRADATION	0.736121264987867	0.96280026036874	8	39	AADAT,ACAT2,ALDH2,ALDH3A2,ALDH7A1,ASH1L,BBOX1,SUV39H2	KEGG_LEGACY	Not Significant
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.736910675564793	0.96280026036874	13	62	CASP10,CXCL10,FADD,IFIH1,IKBKB,MAP3K1,NFKB1,NFKBIA,NFKBIB,TANK,TBK1,TNF,TRADD	KEGG_LEGACY	Not Significant
KEGG_TIGHT_JUNCTION	0.738627031173418	0.96280026036874	27	125	ACTB,ASH1L,CGN,CLDN5,CTTN,EPB41L1,F11R,HCLS1,MAGI1,MAGI2,MAGI3,MPDZ,MRAS,MYH11,MYL5,OCLN,PARD6A,PARD6B,PPP2CA,PPP2R2A,PPP2R2B,PRKCB,PRKCE,PRKCH,PRKCQ,RRAS2,TJP3	KEGG_LEGACY	Not Significant
KEGG_INSULIN_SIGNALING_PATHWAY	0.740217404477042	0.96280026036874	29	134	ACACB,BAD,CALML5,CBL,EIF4E2,HK3,IKBKB,INPP5D,INSR,IRS1,MAPK1,MAPK3,PDPK1,PHKG2,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PPP1R3C,PRKAA1,PRKAA2,PRKAR2A,PRKX,SH2B2,SHC2,SOCS1,SOCS2,SOS2,TSC2	KEGG_LEGACY	Not Significant
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.766924586189901	0.96324464054343	14	68	CDS1,CHPT1,ETNK2,GNPAT,GPD1L,JMJD7-PLA2G4B,LPCAT1,LPCAT3,LYPLA1,MBOAT7,PLA2G10,PLA2G12A,PLD1,PTDSS2	KEGG_LEGACY	Not Significant
KEGG_PPAR_SIGNALING_PATHWAY	0.766924586189901	0.96324464054343	14	68	ACOX3,ACSL1,ACSL3,ACSL4,ACSL5,FABP7,FADS2,MMP1,NR1H3,PDPK1,PPARD,SCP2,SLC27A1,SLC27A2	KEGG_LEGACY	Not Significant
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	0.767528581996099	0.96324464054343	3	16	CYP7B1,HSD17B4,SCP2	KEGG_LEGACY	Not Significant
KEGG_CALCIUM_SIGNALING_PATHWAY	0.767858472345449	0.96324464054343	38	176	ADCY1,ADCY7,ADCY9,AGTR1,BST1,CACNA1D,CACNA1H,CALML5,CAMK2B,CAMK2D,CD38,CHP1,EDNRA,ERBB2,ERBB3,ERBB4,GNAQ,GRPR,HTR7,ITPKA,ITPR3,P2RX4,P2RX5,PHKG2,PLCB2,PLCD4,PLCG2,PLN,PPP3CB,PRKCB,PRKX,PTAFR,PTGER3,RYR1,SLC25A5,SLC8A1,SPHK2,TRPC1	KEGG_LEGACY	Not Significant
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	0.768141985394634	0.96324464054343	4	21	HGSNAT,HS3ST3B1,IDS,IDUA	KEGG_LEGACY	Not Significant
KEGG_HOMOLOGOUS_RECOMBINATION	0.771631459360059	0.96324464054343	5	26	BLM,POLD4,RAD50,RAD51C,RAD54L	KEGG_LEGACY	Not Significant
KEGG_PURINE_METABOLISM	0.77743065318238	0.964014009946151	32	150	ADA,ADCY1,ADCY5,ADCY6,ADCY7,ADCY9,AK4,CANT1,ENPP1,ENTPD8,GMPR2,GMPS,IMPDH2,NME3,NME4,NME5,NME7,NT5C,NT5C2,NT5M,NUDT5,PDE5A,PDE6B,PDE8B,PNP,POLD4,POLR2D,POLR2L,POLR3K,PRIM2,RRM2,RRM2B	KEGG_LEGACY	Not Significant
KEGG_STEROID_HORMONE_BIOSYNTHESIS	0.793440013636849	0.970847566702902	9	46	COMT,CYP21A2,CYP7B1,HSD11B1,HSD17B2,HSD17B7,HSD17B8,SRD5A1,SULT2B1	KEGG_LEGACY	Not Significant
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	0.800465294870101	0.970847566702902	4	22	B3GAT1,CHST11,CHST14,CHST15	KEGG_LEGACY	Not Significant
KEGG_RENIN_ANGIOTENSIN_SYSTEM	0.803820028345414	0.970847566702902	3	17	ACE2,AGTR1,CPA3	KEGG_LEGACY	Not Significant
KEGG_STEROID_BIOSYNTHESIS	0.803820028345414	0.970847566702902	3	17	CYP27B1,HSD17B7,SOAT1	KEGG_LEGACY	Not Significant
