pathway	pval	padj	overlap	size	overlapGenes	Pathway_Set	Significance
KEGG_MEDICUS_REFERENCE_LIGHT_HVEM_NFKB_SIGNALING_PATHWAY	0.260286685774722	1	1	10	TNFSF14	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_RAC_CDC42_PAK_ERK_SIGNALING_PATHWAY	0.260286685774722	1	1	10	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_HRAS_OVEREXPRESSION_TO_ERK_SIGNALING_PATHWAY	0.260286685774722	1	1	10	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_AXIN_TO_WNT_SIGNALING_PATHWAY	0.260286685774722	1	1	10	CCND1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_BETA_OXIDATION	0.282262544628082	1	1	11	ACADSB	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_KITLG_KIT_PI3K_SIGNALING_PATHWAY	0.282262544628082	1	1	11	KITLG	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_OKAZAKI_FRAGMENT_MATURATION	0.282262544628082	1	1	11	FEN1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_TEL_AML1_FUSION_TO_TRANSCRIPTIONAL_REPRESSION	0.282262544628082	1	1	11	GZMB	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_TRK_FUSION_KINASE_TO_RAS_ERK_SIGNALING_PATHWAY	0.282262544628082	1	1	11	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_GF_RTK_RAS_ERK_SIGNALING_PATHWAY	0.285128593978275	1	4	91	EFNA4,KITLG,MAPK1,RET	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_FZD7_OVEREXPRESSION_TO_WNT_SIGNALING_PATHWAY	0.301005118554985	1	2	37	CCND1,WNT6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_ENV_FACTOR_METALS_TO_RAS_ERK_SIGNALING_PATHWAY	0.303586747082962	1	1	12	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_ENV_FACTOR_NNK_NNN_TO_PI3K_SIGNALING_PATHWAY_N01350	0.303586747082962	1	1	12	ESR1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HBV_LHBS_TO_PKC_ERK_SIGNALING_PATHWAY	0.303586747082962	1	1	12	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HSV_GD_TO_HVEM_NFKB_SIGNALING_PATHWAY	0.303586747082962	1	1	12	CCL2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_CA2_CAM_CN_SIGNALING_PATHWAY	0.303586747082962	1	1	12	NFATC4	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_NAD_BIOSYNTHESIS	0.303586747082962	1	1	12	IDO1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_APC_TO_WNT_SIGNALING_PATHWAY	0.303586747082962	1	1	12	CCND1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_OLIGOMERIC_CONFORMATION_PRPC_TO_ANTEROGRADE_AXONAL_TRANSPORT	0.303586747082962	1	1	12	KIF5C	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HCV_CORE_TO_ERK_SIGNALING_PATHWAY	0.324278580830882	1	1	13	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HTLV_1_TAX_TO_NFY_MEDIATED_TRANSCRIPTION	0.324278580830882	1	1	13	HLA-DOB	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_SARS_COV_2_S_TO_ANGII_AT1R_NOX2_SIGNALING_PATHWAY	0.324278580830882	1	1	13	CCL2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_ANTIGEN_PROCESSING_AND_PRESENTATION_BY_MHC_CLASS_II_MOLECULES	0.324278580830882	1	1	13	HLA-DOB	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_AUTOPHAGY_VESICLE_NUCLEATION_ELONGATION_MATURATION_SEQUESTOSOME_1_LIKE_RECEPTOR	0.324278580830882	1	1	13	WDFY3	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_CHOLESTEROL_BIOSYNTHESIS	0.324278580830882	1	1	13	LBR	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY	0.324278580830882	1	1	13	GLI3	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_ENV_FACTOR_NICOTINE_NNK_TO_CAMP_SIGNALING_PATHWAY	0.34435676375475	1	1	14	ADCY9	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_AUTOPHAGOSOME_AND_LYSOSOME_FUSION_TETHERING_FACTOR	0.34435676375475	1	1	14	BIRC6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_BCR_BCAP_CD19_PI3K_SIGNALING_PATHWAY	0.34435676375475	1	1	14	LYN	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_BILE_ACID_BIOSYNTHESIS	0.34435676375475	1	1	14	ACOX2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_FANCONI_ANEMIA_PATHWAY	0.34435676375475	1	1	14	FANCE	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_MODULATION_SOST_LRP4	0.34435676375475	1	1	14	FZD4	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_AMPLIFIED_EGFR_TO_PLCG_CAMK_SIGNALING_PATHWAY	0.34435676375475	1	1	14	PLCG2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_AMPLIFIED_EGFR_TO_RAS_ERK_SIGNALING_PATHWAY	0.34435676375475	1	1	14	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_AMPLIFIED_PDGFR_TO_PLCG_CAMK_SIGNALING_PATHWAY	0.34435676375475	1	1	14	PLCG2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_AMPLIFIED_PDGFR_TO_RAS_ERK_SIGNALING_PATHWAY	0.34435676375475	1	1	14	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_BCR_ABL_FUSION_KINASE_TO_RAS_ERK_SIGNALING_PATHWAY	0.34435676375475	1	1	14	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_DUPLICATION_OR_MUTATION_ACTIVATED_FLT3_TO_RAS_ERK_SIGNALING_PATHWAY	0.34435676375475	1	1	14	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MET_OVEREXPRESSION_TO_RAS_ERK_SIGNALING_PATHWAY	0.34435676375475	1	1	14	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_KIT_TO_RAS_ERK_SIGNALING_PATHWAY	0.34435676375475	1	1	14	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HBV_HBX_TO_RAS_ERK_SIGNALING_PATHWAY	0.363839460730954	1	1	15	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HCMV_GB_TO_PDGFR_RAS_ERK_SIGNALING_PATHWAY	0.363839460730954	1	1	15	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HPV_E5_TO_EGFR_RAS_ERK_SIGNALING_PATHWAY	0.363839460730954	1	1	15	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_AREG_EGFR_RAS_ERK_SIGNALING_PATHWAY	0.363839460730954	1	1	15	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_CA2_PYK2_RAS_ERK_SIGNALING_PATHWAY	0.363839460730954	1	1	15	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_EGF_EGFR_PLCG_CAMK_SIGNALING_PATHWAY	0.363839460730954	1	1	15	PLCG2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_IV	0.363839460730954	1	1	15	COX6C	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_EP_NE_ADRB_CAMP_SIGNALING_PATHWAY	0.363839460730954	1	1	15	ADCY9	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_EREG_EGFR_RAS_ERK_SIGNALING_PATHWAY	0.363839460730954	1	1	15	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_FLT3LG_FLT3_RAS_ERK_SIGNALING_PATHWAY	0.363839460730954	1	1	15	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_HGF_MET_RAS_ERK_SIGNALING_PATHWAY	0.363839460730954	1	1	15	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_PTH_PTH1R_PKA_SIGNALING_PATHWAY	0.363839460730954	1	1	15	ADCY9	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_TGFA_EGFR_RAS_ERK_SIGNALING_PATHWAY	0.363839460730954	1	1	15	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_TLR7_9_IRF7_SIGNALING_PATHWAY	0.363839460730954	1	1	15	MYD88	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_AMPLIFIED_FGFR_TO_RAS_ERK_SIGNALING_PATHWAY	0.363839460730954	1	1	15	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_EGF_OVEREXPRESSION_TO_RAS_ERK_SIGNALING_PATHWAY	0.363839460730954	1	1	15	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_IGF2_OVEREXPRESSION_TO_RAS_ERK_SIGNALING_PATHWAY	0.363839460730954	1	1	15	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_FGF17_TO_RAS_ERK_SIGNALING_PATHWAY	0.363839460730954	1	1	15	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_FGF8_TO_RAS_ERK_SIGNALING_PATHWAY	0.363839460730954	1	1	15	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HCMV_US28_TO_GNAI_AC_PKA_SIGNALING_PATHWAY	0.38274429993693	1	1	16	ADCY9	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_AGE_RAGE_SIGNALING_PATHWAY	0.38274429993693	1	1	16	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_EGF_ERBB2_RAS_ERK_SIGNALING_PATHWAY	0.38274429993693	1	1	16	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_FSHR_GNAS_PKA_SIGNALING_PATHWAY	0.38274429993693	1	1	16	ADCY9	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_IGF_IGF1R_RAS_ERK_SIGNALING_PATHWAY	0.38274429993693	1	1	16	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_LHCGR_GNAS_PKA_SIGNALING_PATHWAY	0.38274429993693	1	1	16	ADCY9	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_N_GLYCAN_BIOSYNTHESIS	0.38274429993693	1	1	16	B4GALT3	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_TYPE_II_INTERFERON_TO_JAK_STAT_SIGNALING_PATHWAY	0.38274429993693	1	1	16	STAT1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_WNT5A_ROR_SIGNALING_PATHWAY	0.38274429993693	1	1	16	FZD4	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_FGFR3_TO_RAS_ERK_SIGNALING_PATHWAY	0.38274429993693	1	1	16	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV	0.38274429993693	1	1	16	COX6C	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_ENV_FACTOR_ARSENIC_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV	0.401088388678751	1	1	17	COX6C	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_PDGF_PDGFR_PLCG_CAMK_SIGNALING_PATHWAY	0.401088388678751	1	1	17	PLCG2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_PDGF_PDGFR_RAS_ERK_SIGNALING_PATHWAY	0.401088388678751	1	1	17	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_TLR5_NFKB_SIGNALING_PATHWAY	0.401088388678751	1	1	17	MYD88	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_TLR7_8_9_IRF5_SIGNALING_PATHWAY	0.401088388678751	1	1	17	MYD88	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_AGE_RAGE_SIGNALING_PATHWAY	0.401088388678751	1	1	17	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_ENV_FACTOR_NNK_NNN_TO_RAS_ERK_SIGNALING_PATHWAY	0.418888328752816	1	1	18	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HCMV_US28_TO_GNAQ_PLCB_G_CALCINEURIN_SIGNALING_PATHWAY	0.418888328752816	1	1	18	NFATC4	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_TYPE_I_IFN_SIGNALING_PATHWAY	0.418888328752816	1	1	18	STAT1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_MODULATION_LGR_RSPO	0.418888328752816	1	1	18	FZD4	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_IL1_IL1R_JNK_SIGNALING_PATHWAY	0.436160231355348	1	1	19	MYD88	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_TYPE_I_INTERFERON_TO_JAK_STAT_SIGNALING_PATHWAY	0.436160231355348	1	1	19	STAT1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_MODULATION_WNT_ACYLATION	0.436160231355348	1	1	19	WNT6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_GPCR_PLCB_ITPR_SIGNALING_PATHWAY	0.439677301049174	1	2	50	CHRM1,PTGER3	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_ACH_CHRN_RAS_ERK_SIGNALING_PATHWAY	0.452919731552967	1	1	20	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119	0.452919731552967	1	1	20	SKP1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_MACHR_CA2_APOPTOTIC_PATHWAY	0.452919731552967	1	1	20	CHRM1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_TLR1_2_4_NFKB_SIGNALING_PATHWAY	0.452919731552967	1	1	20	MYD88	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_CARDIAC_TYPE_VGCC_RYR_SIGNALING	0.469182002327252	1	1	21	CACNA2D2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_GNRH_GNRHR_PLCB_PKC_SIGNALING_PATHWAY	0.469182002327252	1	1	21	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_SKELETAL_TYPE_VGCC_RYR_SIGNALING	0.469182002327252	1	1	21	CACNA2D2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_MACHR_CA2_APOPTOTIC_PATHWAY	0.469182002327252	1	1	21	CHRM1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_RTK_PLCG_ITPR_SIGNALING_PATHWAY	0.479373873213222	1	2	54	PLCG2,RET	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNAS_AC_PKA_SIGNALING_PATHWAY	0.500273318491954	1	1	23	ADCY9	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_GLYCOLYSIS	0.500273318491954	1	1	23	LDHB	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_TNF_P38_SIGNALING_PATHWAY	0.515130520104925	1	1	24	MAP2K3	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_GNAS_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY	0.515130520104925	1	1	24	ADCY9	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY	0.529546830041884	1	1	25	ARF6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_CA2_ENTRY_VOLTAGE_GATED_CA2_CHANNEL	0.529546830041884	1	1	25	CACNA2D2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNAI_AC_PKA_SIGNALING_PATHWAY	0.543535307473009	1	1	26	ADCY9	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_CCR5_GNB_G_PLCB_G_PKC_SIGNALING_PATHWAY	0.543535307473009	1	1	26	CCL5	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_CXCR_GNB_G_ERK_SIGNALING_PATHWAY	0.543535307473009	1	1	26	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_IFN_RIPK1_3_SIGNALING_PATHWAY	0.543535307473009	1	1	26	STAT1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_MISMATCH_REPAIR	0.543535307473009	1	1	26	RFC2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MLL_AF4_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION	0.543535307473009	1	1	26	PROM1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PRKAR1A_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY	0.543535307473009	1	1	26	ADCY9	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_CRHR_PKA_ACTH_SIGNALING_PATHWAY	0.557108625480347	1	1	27	ADCY9	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SOD1_TO_RETROGRADE_AXONAL_TRANSPORT	0.557108625480347	1	1	27	DNALI1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_TUBA4A_TO_RETROGRADE_AXONAL_TRANSPORT	0.557108625480347	1	1	27	DNALI1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY	0.557108625480347	1	1	27	ADCY9	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_GHRHR_PKA_GH_SIGNALING_PATHWAY	0.570279082450937	1	1	28	ADCY9	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_MODULATION_WNT_INHIBITOR	0.570279082450937	1	1	28	WNT6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_SHIGELLA_IPGD_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY	0.58305861313437	1	1	29	ARF6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_TSH_TG_SIGNALING_PATHWAY	0.58305861313437	1	1	29	ADCY9	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_GNAS_TO_ACTH_CORTISOL_SIGNALING_PATHWAY	0.58305861313437	1	1	29	ADCY9	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY	0.595458799374637	1	1	30	ARF6	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_CCR_CXCR_GNB_G_PI3K_RAC_SIGNALING_PATHWAY	0.595458799374637	1	1	30	CCL2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_DYNEIN_RECRUITMENT_TO_THE_KINETOCHORE	0.595458799374637	1	1	30	DYNLRB2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_ERK_SIGNALING_PATHWAY	0.607490880525851	1	1	31	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_VARIANT_CYP11B1_CYP11B2_FUSION_TO_ACTH_CORTISOL_SIGNALING_PATHWAY	0.607490880525851	1	1	31	ADCY9	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_ACTH_CORTISOL_SIGNALING_PATHWAY	0.619165763561134	1	1	32	ADCY9	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_GPCR_PI3K_SIGNALING_PATHWAY	0.619165763561134	1	1	32	CHRM1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_HOMOLOGOUS_RECOMBINATION	0.619165763561134	1	1	32	RFC2	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_ADRB3_UCP1_SIGNALING_PATHWAY	0.652151512005455	1	1	35	ADCY9	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_FGF_FGFR_RAS_ERK_SIGNALING_PATHWAY	0.652151512005455	1	1	35	MAPK1	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_GF_RTK_PI3K_SIGNALING_PATHWAY	0.704355896925264	1	2	82	EFNA4,KITLG	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_REFERENCE_GF_RTK_RAS_PI3K_SIGNALING_PATHWAY	0.740503681074437	1	2	88	EFNA4,KITLG	KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_ENV_FACTOR_BENZO_A_PYRENRE_TO_CYP_MEDIATED_METABOLISM	1	1	0	10		KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_ENV_FACTOR_METALS_TO_JNK_SIGNALING_PATHWAY	1	1	0	8		KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_ENV_FACTOR_METALS_TO_NFKB_SIGNALING_PATHWAY	1	1	0	15		KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_ENV_FACTOR_NICOTINE_NNK_TO_PI3K_SIGNALING_PATHWAY	1	1	0	11		KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_ENV_FACTOR_NNK_NNN_TO_CHRNA7_E2F_SIGNALING_PATHWAY	1	1	0	9		KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_ENV_FACTOR_NNK_NNN_TO_PI3K_SIGNALING_PATHWAY_N01339	1	1	0	10		KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_ARSENIC_TO_ELECTRON_TRANSFER_IN_COMPLEX_II	1	1	0	6		KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_EBV_BARF1_TO_INTRINSIC_APOPTOTIC_PATHWAY	1	1	0	7		KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_EBV_EBNA1_TO_P53_MEDIATED_TRANSCRIPTION	1	1	0	10		KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_EBV_EBNA2_TO_RBP_JK_MEDIATED_TRANSCRIPTION	1	1	0	7		KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_EBV_EBNA3C_TO_P53_MEDIATED_TRANSCRIPTION	1	1	0	10		KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_EBV_LMP1_TO_NFKB_SIGNALING_PATHWAY	1	1	0	11		KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_EAE_TIR_TCCP_TO_ACTIN_SIGNALING_PATHWAY	1	1	0	14		KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_EAE_TIR_TO_ACTIN_SIGNALING_PATHWAY	1	1	0	17		KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_ESPT_TO_RAC_SIGNALING_PATHWAY	1	1	0	14		KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_MAP_TO_CDC42_SIGNALING_PATHWAY	1	1	0	13		KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HBV_HBX_TO_CREB_MEDIATED_TRANSCRIPTION	1	1	0	12		KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HCMV_GH_TO_ITGA_B_RHOA_SIGNALING_PATHWAY	1	1	0	7		KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNAQ_PLCB_G_CALCINEURIN_SIGNALING_PATHWAY	1	1	0	6		KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNB_G_RHO_SIGNALING_PATHWAY	1	1	0	33		KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HCMV_US27_TO_CXCR4_GNB_G_PLCB_PKC_SIGNALING_PATHWAY	1	1	0	8		KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HCMV_US28_TO_GNB_G_PI3K_NFKB_SIGNALING_PATHWAY	1	1	0	30		KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_CXCR4_GNAI_PI3K_BAD_SIGNALING_PATHWAY	1	1	0	12		KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_CXCR4_GNB_G_RAC_SIGNALING_PATHWAY	1	1	0	26		KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_TNF_NFKB_SIGNALING_PATHWAY	1	1	0	15		KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HIV_NEF_TO_TNF_NFKB_SIGNALING_PATHWAY	1	1	0	14		KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HIV_TAT_NEF_TO_CROSSTALK_BETWEEN_EXTRINSIC_AND_INTRINSIC_APOPTOTIC_PATHWAYS	1	1	0	8		KEGG_MEDICUS	Not Significant
KEGG_MEDICUS_PATHOGEN_HIV_TAT_TO_TLR2_4_NFKB_SIGNALING_PATHWAY	1	1	0	12		KEGG_MEDICUS	Not Significant
